place,reviews
Kausani Planetarium,I had read a lot about Kausani Planetarium on Trip Advisor but it was never on my list of things to do in Kausani. My visit to this wonderful place happened somewhat by chance as I was visiting the Star Gate observatory located opposite to the Kausani Planetarium. The name…
Kausani Planetarium,"The Kausani Planetarium opens to visitors early morning at 5 and evening at 7.30 and 8.30 (two shows) during summer. We ventured out from our Hotel, Suman Royal Resort, on the evening of April 24 to the Planetarium, but were greeted by a hailstorm on the way. The evening show…"
Kausani Planetarium,"Never thought that i'll see night sky this way and so closely. enjoyed watching moon's craters, saturn and its rings. :)"
Kausani Planetarium,I went to the shop to buy a chai only to find the man in the shop runs a little planetarium from the back. He has a really good telescope and some great knowledge to share with you and who is very passionate about the night sky. The price is amazing. I went at 5am and saw Saturn…
Kausani Planetarium,we were in kausani for 4 days and went to the planetarium several times but found the door to be locked and no notice displaying anything..not too sure of if it's still operational
Kausani Planetarium,"We visited this place and luckily sky was clear . It's an amazing place and must visit one . The astronomer over here was very friendly and very knowledgable . He told about his experiences and facts about planets that we weren't aware of . Must visit place , it's very…"
Kausani Planetarium,"Nice place to spend your evening in order to achieve some knowledge about planet. Good for kids and people who are interested to planets, want to see planets and stars in open sky. There is fess of 50/- per person for this session."
Kausani Planetarium,This is not very big place but good if you are going with children. They can see and learn many thing here.
Kausani Planetarium,"Not exactly a planetarium as such, but the small place has a cute feel to it, and a single telescope during the day helps you locate the distant peaks, and in the evening helps you gaze at the stars. Worth a quick visit."
Kausani Planetarium,"It's a very Enthralling experience. It's a must for Children & adults both. Very nicely assisted & Guided on the celestial positioning of many planets, star constellations and the view of Mountainous range Nanda Devi, by Sir Kiran Khulbe. Very nice Tea as well. - Dharam, Mumbai"
Kausani Planetarium,Really liked the place and the show of planets done by the museum people. Very nice and very informative.
Lakshmi Ashram,this place near the anasakti ashram has hostel as well as school facility for underprivileged children.
Lakshmi Ashram,This is on the way to Gandhi Ashram and one can stop here while visiting the Gandhi Ashram. It is s small museum with great details.
Lakshmi Ashram,This place is quite nearby the Anasakti Ashram where Gandhi ji used to reside during his days at Kausani. The view of Himalayas from this ashram is stunning.
Lakshmi Ashram,The ashram is a small place maintained for the gandhijis history out here as he had arrived here for some work and had a look at the himalayas from here.
Lakshmi Ashram,Here we can see the letters written by Gandhiji!!.... felt very amazed and surprise to have a view them Must visit place.
Lakshmi Ashram,"Not highlighted by many visitor information portal. Started by Sarla Behan, is a gem of a place and a must visit in one's itinerary. The concept of holistic education, self reliance and skill development is the core for the 60 plus girls. Truly an inspiration for all to follow."
Lakshmi Ashram,The Ashram is just next to Anahakti Ashram. It is also know as Sarla Ashram and was a center of Sarvodaya movement by Saralaben and Ghandhiji.
Lakshmi Ashram,"This is just adjacent to Anashakti Ashram(Gandhi Ashram) in kausani. it was founded by Catherine Hillman in the year 1948. Who later became famous as Sarlabehn, was a disciple of Mahatma Gandhi."
Lakshmi Ashram,"Lxmi Ashram additionally recognized for Sarla Ashram is a Gandhian fundamental training center for schoolgirls. Catherine Hillman a remove Mahatma Gnadhi, Who was referred to as Sarla via the local populace, founded this Ashram . The Sarla Ashram offers realistic education for…"
Lakshmi Ashram,This is the school for girls of kumaon and it is the anashkti ashram reffered to as the lakshmi ashram
Lakshmi Ashram,"Lo cared very close to the centre of the small hamlet Kausani, this Ashram is in walking distance from most of the hotels in Kausani. We reached there in the evening and on our way we saw one of my memorable sunset on the backdrop of snowcapped Himalayan Range. We went again in…"
Lakshmi Ashram,Historical place and offers an amazing view to the ever enchanting Himalayas. Walking distance from any hotel in Kausani. Good place to shop if you are interested in Khadi and books. Our national father Mahatma Gandhi stayed here as well. Beautiful lawns and flower plants here.…
Lakshmi Ashram,Nice place to visit for nature lovers. Best suited for photographers. Place full of peace so come sit and relax under the arms of mother nature.
Lakshmi Ashram,"the best place to spend evenings in Kausani, with great views and scenic beauty. Also it serves as perfect getaways to cherish the golden moments of our Father of Nation"
